video_num,image,infection,patient,class_label,image_path
1,054.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/054.tif
1,165.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/165.tif
1,240.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/240.tif
1,201.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/201.tif
1,229.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/229.tif
1,047.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/047.tif
1,071.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/071.tif
1,130.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/130.tif
1,030.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/030.tif
1,244.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/244.tif
1,235.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/235.tif
1,078.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/078.tif
1,209.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/209.tif
1,070.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/070.tif
1,003.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/003.tif
1,134.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/134.tif
1,259.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/259.tif
1,023.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/023.tif
1,065.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/065.tif
1,073.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/073.tif
1,090.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/090.tif
1,034.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/034.tif
1,135.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/135.tif
1,013.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/013.tif
1,031.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/031.tif
1,077.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/077.tif
1,012.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/012.tif
1,243.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/243.tif
1,099.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/099.tif
1,120.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/120.tif
1,152.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/152.tif
1,017.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/017.tif
1,128.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/128.tif
1,092.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/092.tif
1,111.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/111.tif
1,181.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/181.tif
1,221.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/221.tif
1,133.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/133.tif
1,212.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/212.tif
1,150.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/150.tif
1,153.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/153.tif
1,137.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/137.tif
1,178.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/178.tif
1,203.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/203.tif
1,008.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/008.tif
1,067.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/067.tif
1,026.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/026.tif
1,170.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/170.tif
1,082.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/082.tif
1,207.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/207.tif
1,048.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/048.tif
1,115.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/115.tif
1,245.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/245.tif
1,110.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/110.tif
1,051.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/051.tif
1,044.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/044.tif
1,058.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/058.tif
1,009.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/009.tif
1,131.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/131.tif
1,155.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/155.tif
1,074.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/074.tif
1,020.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/020.tif
1,197.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/197.tif
1,116.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/116.tif
1,126.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/126.tif
1,166.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/166.tif
1,086.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/086.tif
1,179.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/179.tif
1,016.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/016.tif
1,176.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/176.tif
1,196.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/196.tif
1,142.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/142.tif
1,216.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/216.tif
1,231.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/231.tif
1,052.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/052.tif
1,191.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/191.tif
1,018.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/018.tif
1,028.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/028.tif
1,055.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/055.tif
1,108.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/108.tif
1,219.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/219.tif
1,184.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/184.tif
1,147.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/147.tif
1,257.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/257.tif
1,210.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/210.tif
1,189.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/189.tif
1,241.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/241.tif
1,136.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/136.tif
1,183.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/183.tif
1,193.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/193.tif
1,218.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/218.tif
1,188.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/188.tif
1,117.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/117.tif
1,156.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/156.tif
1,129.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/129.tif
1,069.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/069.tif
1,139.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/139.tif
1,075.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/075.tif
1,063.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/063.tif
1,038.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/038.tif
1,206.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/206.tif
1,041.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/041.tif
1,253.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/253.tif
1,238.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/238.tif
1,095.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/095.tif
1,106.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/106.tif
1,254.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/254.tif
1,162.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/162.tif
1,167.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/167.tif
1,039.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/039.tif
1,214.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/214.tif
1,107.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/107.tif
1,045.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/045.tif
1,256.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/256.tif
1,140.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/140.tif
1,190.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/190.tif
1,255.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/255.tif
1,057.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/057.tif
1,083.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/083.tif
1,010.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/010.tif
1,215.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/215.tif
1,192.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/192.tif
1,228.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/228.tif
1,236.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/236.tif
1,199.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/199.tif
1,252.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/252.tif
1,248.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/248.tif
1,015.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/015.tif
1,097.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/097.tif
1,217.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/217.tif
1,185.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/185.tif
1,208.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/208.tif
1,079.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/079.tif
1,239.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/239.tif
1,093.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/093.tif
1,148.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/148.tif
1,122.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/122.tif
1,202.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/202.tif
1,211.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/211.tif
1,125.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/125.tif
1,053.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/053.tif
1,076.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/076.tif
1,144.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/144.tif
1,109.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/109.tif
1,121.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/121.tif
1,061.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/061.tif
1,169.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/169.tif
1,096.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/096.tif
1,027.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/027.tif
1,260.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/260.tif
1,141.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/141.tif
1,103.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/103.tif
1,220.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/220.tif
1,113.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/113.tif
1,247.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/247.tif
1,072.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/072.tif
1,014.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/014.tif
1,198.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/198.tif
1,204.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/204.tif
1,006.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/006.tif
1,068.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/068.tif
1,080.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/080.tif
1,085.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/085.tif
1,001.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/001.tif
1,033.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/033.tif
1,194.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/194.tif
1,237.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/237.tif
1,213.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/213.tif
1,105.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/105.tif
1,089.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/089.tif
1,124.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/124.tif
1,146.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/146.tif
1,119.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/119.tif
1,084.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/084.tif
1,157.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/157.tif
1,021.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/021.tif
1,088.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/088.tif
1,182.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/182.tif
1,101.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/101.tif
1,223.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/223.tif
1,175.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/175.tif
1,164.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/164.tif
1,173.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/173.tif
1,224.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/224.tif
1,195.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/195.tif
1,056.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/056.tif
1,029.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/029.tif
1,151.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/151.tif
1,100.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/100.tif
1,049.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/049.tif
1,154.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/154.tif
1,258.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/258.tif
1,060.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/060.tif
1,081.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/081.tif
1,171.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/171.tif
1,200.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/200.tif
1,233.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/233.tif
1,032.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/032.tif
1,127.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/127.tif
1,040.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/040.tif
1,025.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/025.tif
1,205.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/205.tif
1,230.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/230.tif
1,168.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/168.tif
1,007.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/007.tif
1,004.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/004.tif
1,036.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/036.tif
1,104.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/104.tif
1,138.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/138.tif
1,149.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/149.tif
1,225.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/225.tif
1,019.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/019.tif
1,143.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/143.tif
1,249.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/249.tif
1,050.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/050.tif
1,159.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/159.tif
1,251.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/251.tif
1,163.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/163.tif
1,177.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/177.tif
1,066.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/066.tif
1,042.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/042.tif
1,250.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/250.tif
1,227.tif,ca,1,0,/asbdata/Arjun/Bloodi/TIFF8/1/227.tif
2,246.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/246.tif
2,094.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/094.tif
2,158.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/158.tif
2,062.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/062.tif
2,174.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/174.tif
2,172.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/172.tif
2,222.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/222.tif
2,087.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/087.tif
2,005.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/005.tif
2,046.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/046.tif
2,145.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/145.tif
2,112.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/112.tif
2,022.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/022.tif
2,232.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/232.tif
2,091.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/091.tif
2,024.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/024.tif
2,123.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/123.tif
2,011.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/011.tif
2,234.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/234.tif
2,187.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/187.tif
2,035.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/035.tif
2,180.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/180.tif
2,186.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/186.tif
2,118.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/118.tif
2,098.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/098.tif
2,160.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/160.tif
2,114.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/114.tif
2,059.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/059.tif
2,064.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/064.tif
2,161.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/161.tif
2,102.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/102.tif
2,002.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/002.tif
2,226.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/226.tif
2,242.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/242.tif
2,043.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/043.tif
2,037.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/037.tif
2,132.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/132.tif
2,054.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/054.tif
2,165.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/165.tif
2,240.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/240.tif
2,201.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/201.tif
2,229.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/229.tif
2,047.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/047.tif
2,071.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/071.tif
2,130.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/130.tif
2,030.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/030.tif
2,244.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/244.tif
2,235.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/235.tif
2,078.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/078.tif
2,209.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/209.tif
2,070.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/070.tif
2,003.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/003.tif
2,134.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/134.tif
2,259.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/259.tif
2,023.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/023.tif
2,065.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/065.tif
2,073.tif,cg,1,1,/asbdata/Arjun/Bloodi/TIFF8/2/073.tif
