folder_num,video_name,labels,class_label
19,19_33_33_108.avi,cg,1
19,19_24_24_70.avi,cg,1
19,19_115_115_254.avi,cg,1
19,19_274_274_376.avi,cg,1
19,19_67_67_213.avi,cg,1
19,19_36_36_118.avi,cg,1
19,19_270_270_375.avi,cg,1
19,19_239_239_343.avi,cg,1
19,19_17_17_42.avi,cg,1
19,19_61_61_197.avi,cg,1
19,19_127_127_263.avi,cg,1
19,19_41_41_133.avi,cg,1
19,19_230_230_340.avi,cg,1
19,19_42_42_141.avi,cg,1
19,19_63_63_204.avi,cg,1
19,19_24_24_67.avi,cg,1
19,19_217_217_330.avi,cg,1
19,19_115_115_255.avi,cg,1
19,19_14_14_29.avi,cg,1
19,19_30_30_104.avi,cg,1
19,19_65_65_211.avi,cg,1
19,19_82_82_227.avi,cg,1
19,19_49_49_159.avi,cg,1
19,19_37_37_124.avi,cg,1
19,19_16_16_37.avi,cg,1
19,19_19_19_48.avi,cg,1
19,19_36_36_116.avi,cg,1
19,19_3_3_6.avi,cg,1
19,19_27_27_85.avi,cg,1
19,19_64_64_206.avi,cg,1
19,19_17_17_43.avi,cg,1
19,19_55_55_175.avi,cg,1
19,19_403_403_445.avi,cg,1
19,19_462_462_466.avi,cg,1
19,19_299_299_392.avi,cg,1
19,19_61_61_193.avi,cg,1
19,19_53_53_168.avi,cg,1
19,19_180_180_305.avi,cg,1
19,19_180_180_304.avi,cg,1
19,19_21_21_55.avi,cg,1
19,19_49_49_158.avi,cg,1
19,19_260_260_360.avi,cg,1
19,19_230_230_337.avi,cg,1
19,19_403_403_446.avi,cg,1
19,19_138_138_274.avi,cg,1
19,19_3_3_3.avi,cg,1
19,19_436_436_457.avi,cg,1
19,19_41_41_132.avi,cg,1
19,19_318_318_407.avi,cg,1
19,19_138_138_275.avi,cg,1
19,19_42_42_138.avi,cg,1
19,19_63_63_199.avi,cg,1
19,19_14_14_27.avi,cg,1
19,19_219_219_333.avi,cg,1
19,19_158_158_287.avi,cg,1
19,19_158_158_286.avi,cg,1
19,19_64_64_210.avi,cg,1
19,19_1_1_2.avi,cg,1
19,19_211_211_324.avi,cg,1
19,19_260_260_362.avi,cg,1
19,19_3_3_5.avi,cg,1
19,19_211_211_325.avi,cg,1
19,19_15_15_30.avi,cg,1
19,19_59_59_187.avi,cg,1
19,19_25_25_74.avi,cg,1
19,19_332_332_419.avi,cg,1
19,19_3_3_7.avi,cg,1
19,19_188_188_313.avi,cg,1
19,19_56_56_179.avi,cg,1
19,19_44_44_146.avi,cg,1
19,19_370_370_428.avi,cg,1
19,19_274_274_377.avi,cg,1
19,19_15_15_33.avi,cg,1
19,19_20_20_54.avi,cg,1
19,19_24_24_69.avi,cg,1
19,19_41_41_131.avi,cg,1
19,19_433_433_455.avi,cg,1
19,19_240_240_345.avi,cg,1
19,19_240_240_347.avi,cg,1
19,19_292_292_387.avi,cg,1
19,19_171_171_296.avi,cg,1
19,19_241_241_348.avi,cg,1
19,19_105_105_250.avi,cg,1
19,19_82_82_225.avi,cg,1
19,19_234_234_341.avi,cg,1
19,19_19_19_49.avi,cg,1
19,19_220_220_335.avi,cg,1
19,19_35_35_112.avi,cg,1
19,19_41_41_135.avi,cg,1
19,19_191_191_317.avi,cg,1
19,19_31_31_105.avi,cg,1
19,19_29_29_96.avi,cg,1
19,19_57_57_186.avi,cg,1
19,19_171_171_297.avi,cg,1
19,19_3_3_4.avi,cg,1
19,19_30_30_101.avi,cg,1
19,19_268_268_369.avi,cg,1
19,19_383_383_437.avi,cg,1
19,19_133_133_268.avi,cg,1
19,19_305_305_400.avi,cg,1
19,19_276_276_381.avi,cg,1
19,19_301_301_397.avi,cg,1
19,19_63_63_200.avi,cg,1
19,19_26_26_82.avi,cg,1
19,19_268_268_370.avi,cg,1
19,19_211_211_326.avi,cg,1
19,19_105_105_246.avi,cg,1
19,19_293_293_388.avi,cg,1
19,19_332_332_420.avi,cg,1
19,19_22_22_63.avi,cg,1
19,19_56_56_181.avi,cg,1
19,19_30_30_102.avi,cg,1
19,19_71_71_220.avi,cg,1
19,19_55_55_172.avi,cg,1
19,19_61_61_195.avi,cg,1
19,19_10_10_25.avi,cg,1
19,19_110_110_253.avi,cg,1
19,19_53_53_169.avi,cg,1
19,19_91_91_229.avi,cg,1
19,19_21_21_58.avi,cg,1
19,19_407_407_449.avi,cg,1
19,19_380_380_434.avi,cg,1
19,19_35_35_113.avi,cg,1
19,19_59_59_191.avi,cg,1
19,19_14_14_28.avi,cg,1
19,19_47_47_149.avi,cg,1
19,19_43_43_142.avi,cg,1
19,19_6_6_11.avi,cg,1
19,19_17_17_45.avi,cg,1
19,19_10_10_21.avi,cg,1
19,19_55_55_173.avi,cg,1
19,19_16_16_40.avi,cg,1
19,19_25_25_72.avi,cg,1
19,19_178_178_302.avi,cg,1
19,19_19_19_52.avi,cg,1
19,19_53_53_167.avi,cg,1
19,19_48_48_151.avi,cg,1
19,19_260_260_361.avi,cg,1
19,19_199_199_323.avi,cg,1
19,19_105_105_247.avi,cg,1
19,19_64_64_207.avi,cg,1
19,19_324_324_411.avi,cg,1
19,19_15_15_35.avi,cg,1
19,19_39_39_129.avi,cg,1
19,19_158_158_290.avi,cg,1
19,19_16_16_41.avi,cg,1
19,19_170_170_295.avi,cg,1
19,19_158_158_288.avi,cg,1
19,19_41_41_134.avi,cg,1
19,19_63_63_203.avi,cg,1
19,19_6_6_14.avi,cg,1
19,19_41_41_130.avi,cg,1
19,19_270_270_374.avi,cg,1
19,19_49_49_156.avi,cg,1
19,19_406_406_447.avi,cg,1
19,19_6_6_9.avi,cg,1
19,19_305_305_401.avi,cg,1
19,19_332_332_418.avi,cg,1
19,19_91_91_230.avi,cg,1
19,19_21_21_57.avi,cg,1
19,19_178_178_301.avi,cg,1
19,19_108_108_251.avi,cg,1
19,19_44_44_145.avi,cg,1
19,19_300_300_395.avi,cg,1
19,19_6_6_10.avi,cg,1
19,19_36_36_119.avi,cg,1
19,19_91_91_233.avi,cg,1
19,19_318_318_408.avi,cg,1
19,19_82_82_226.avi,cg,1
19,19_36_36_121.avi,cg,1
19,19_324_324_410.avi,cg,1
19,19_19_19_51.avi,cg,1
19,19_372_372_431.avi,cg,1
19,19_115_115_258.avi,cg,1
19,19_349_349_423.avi,cg,1
19,19_53_53_166.avi,cg,1
19,19_324_324_409.avi,cg,1
19,19_406_406_448.avi,cg,1
19,19_129_129_265.avi,cg,1
19,19_251_251_355.avi,cg,1
19,19_16_16_36.avi,cg,1
19,19_145_145_276.avi,cg,1
19,19_21_21_56.avi,cg,1
19,19_299_299_394.avi,cg,1
19,19_153_153_285.avi,cg,1
19,19_42_42_137.avi,cg,1
19,19_417_417_451.avi,cg,1
19,19_386_386_439.avi,cg,1
19,19_53_53_165.avi,cg,1
19,19_138_138_271.avi,cg,1
19,19_61_61_194.avi,cg,1
19,19_217_217_331.avi,cg,1
19,19_150_150_281.avi,cg,1
19,19_4_4_8.avi,cg,1
19,19_61_61_198.avi,cg,1
19,19_180_180_306.avi,cg,1
19,19_26_26_78.avi,cg,1
19,19_191_191_316.avi,cg,1
19,19_99_99_239.avi,cg,1
19,19_247_247_353.avi,cg,1
19,19_313_313_406.avi,cg,1
19,19_284_284_382.avi,cg,1
19,19_305_305_399.avi,cg,1
19,19_24_24_68.avi,cg,1
19,19_22_22_64.avi,cg,1
19,19_230_230_339.avi,cg,1
19,19_42_42_139.avi,cg,1
19,19_193_193_318.avi,cg,1
19,19_42_42_136.avi,cg,1
19,19_36_36_117.avi,cg,1
19,19_1_1_1.avi,cg,1
19,19_23_23_65.avi,cg,1
19,19_435_435_456.avi,cg,1
19,19_16_16_38.avi,cg,1
19,19_26_26_80.avi,cg,1
19,19_241_241_350.avi,cg,1
19,19_18_18_46.avi,cg,1
19,19_296_296_389.avi,cg,1
19,19_29_29_93.avi,cg,1
19,19_102_102_244.avi,cg,1
19,19_418_418_452.avi,cg,1
19,19_268_268_371.avi,cg,1
19,19_383_383_436.avi,cg,1
19,19_199_199_319.avi,cg,1
19,19_9_9_17.avi,cg,1
19,19_15_15_32.avi,cg,1
19,19_331_331_417.avi,cg,1
19,19_180_180_308.avi,cg,1
19,19_49_49_154.avi,cg,1
19,19_31_31_106.avi,cg,1
19,19_69_69_216.avi,cg,1
19,19_191_191_315.avi,cg,1
19,19_230_230_338.avi,cg,1
19,19_330_330_413.avi,cg,1
19,19_160_160_291.avi,cg,1
19,19_357_357_426.avi,cg,1
19,19_299_299_393.avi,cg,1
19,19_171_171_298.avi,cg,1
19,19_313_313_405.avi,cg,1
19,19_460_460_464.avi,cg,1
19,19_443_443_459.avi,cg,1
19,19_55_55_174.avi,cg,1
19,19_438_438_458.avi,cg,1
19,19_61_61_196.avi,cg,1
19,19_10_10_24.avi,cg,1
19,19_254_254_357.avi,cg,1
19,19_308_308_403.avi,cg,1
19,19_138_138_273.avi,cg,1
19,19_240_240_344.avi,cg,1
19,19_164_164_293.avi,cg,1
19,19_37_37_127.avi,cg,1
19,19_15_15_34.avi,cg,1
19,19_105_105_245.avi,cg,1
19,19_59_59_189.avi,cg,1
19,19_330_330_412.avi,cg,1
19,19_26_26_81.avi,cg,1
19,19_56_56_178.avi,cg,1
19,19_64_64_205.avi,cg,1
19,19_99_99_238.avi,cg,1
19,19_22_22_62.avi,cg,1
19,19_274_274_379.avi,cg,1
19,19_69_69_215.avi,cg,1
19,19_75_75_222.avi,cg,1
19,19_199_199_322.avi,cg,1
19,19_50_50_160.avi,cg,1
19,19_69_69_218.avi,cg,1
19,19_54_54_170.avi,cg,1
19,19_59_59_192.avi,cg,1
19,19_54_54_171.avi,cg,1
19,19_121_121_260.avi,cg,1
19,19_372_372_430.avi,cg,1
19,19_63_63_202.avi,cg,1
19,19_6_6_12.avi,cg,1
19,19_91_91_231.avi,cg,1
19,19_10_10_26.avi,cg,1
19,19_211_211_327.avi,cg,1
19,19_387_387_441.avi,cg,1
19,19_35_35_111.avi,cg,1
19,19_346_346_421.avi,cg,1
19,19_247_247_354.avi,cg,1
19,19_64_64_208.avi,cg,1
19,19_36_36_120.avi,cg,1
19,19_353_353_424.avi,cg,1
19,19_24_24_71.avi,cg,1
19,19_27_27_84.avi,cg,1
19,19_15_15_31.avi,cg,1
19,19_331_331_416.avi,cg,1
19,19_44_44_143.avi,cg,1
19,19_219_219_334.avi,cg,1
19,19_188_188_309.avi,cg,1
19,19_115_115_256.avi,cg,1
19,19_22_22_61.avi,cg,1
19,19_234_234_342.avi,cg,1
19,19_264_264_366.avi,cg,1
19,19_217_217_329.avi,cg,1
19,19_35_35_115.avi,cg,1
19,19_164_164_294.avi,cg,1
19,19_44_44_147.avi,cg,1
19,19_115_115_257.avi,cg,1
19,19_26_26_83.avi,cg,1
19,19_301_301_398.avi,cg,1
19,19_264_264_365.avi,cg,1
19,19_241_241_349.avi,cg,1
19,19_461_461_465.avi,cg,1
19,19_308_308_402.avi,cg,1
19,19_148_148_279.avi,cg,1
19,19_101_101_242.avi,cg,1
19,19_148_148_278.avi,cg,1
19,19_216_216_328.avi,cg,1
19,19_124_124_261.avi,cg,1
19,19_42_42_140.avi,cg,1
19,19_133_133_266.avi,cg,1
19,19_37_37_123.avi,cg,1
19,19_178_178_300.avi,cg,1
19,19_30_30_103.avi,cg,1
19,19_59_59_190.avi,cg,1
19,19_448_448_461.avi,cg,1
19,19_44_44_148.avi,cg,1
19,19_274_274_378.avi,cg,1
19,19_22_22_60.avi,cg,1
19,19_9_9_19.avi,cg,1
19,19_369_369_427.avi,cg,1
19,19_25_25_76.avi,cg,1
19,19_347_347_422.avi,cg,1
19,19_296_296_391.avi,cg,1
19,19_268_268_368.avi,cg,1
19,19_387_387_440.avi,cg,1
19,19_188_188_310.avi,cg,1
19,19_64_64_209.avi,cg,1
19,19_55_55_177.avi,cg,1
19,19_191_191_314.avi,cg,1
19,19_388_388_442.avi,cg,1
19,19_19_19_50.avi,cg,1
19,19_25_25_73.avi,cg,1
19,19_69_69_217.avi,cg,1
19,19_291_291_384.avi,cg,1
19,19_331_331_415.avi,cg,1
19,19_25_25_75.avi,cg,1
19,19_134_134_269.avi,cg,1
19,19_53_53_164.avi,cg,1
19,19_28_28_90.avi,cg,1
19,19_91_91_232.avi,cg,1
19,19_56_56_183.avi,cg,1
19,19_97_97_235.avi,cg,1
19,19_29_29_98.avi,cg,1
19,19_292_292_385.avi,cg,1
19,19_9_9_20.avi,cg,1
19,19_138_138_272.avi,cg,1
19,19_44_44_144.avi,cg,1
19,19_150_150_283.avi,cg,1
19,19_55_55_176.avi,cg,1
25,25_25_25_80.avi,cg,1
25,25_340_340_371.avi,cg,1
25,25_21_21_68.avi,cg,1
25,25_69_69_198.avi,cg,1
25,25_166_166_282.avi,cg,1
25,25_44_44_140.avi,cg,1
25,25_26_26_85.avi,cg,1
25,25_11_11_31.avi,cg,1
25,25_209_209_312.avi,cg,1
25,25_13_13_34.avi,cg,1
25,25_21_21_67.avi,cg,1
25,25_14_14_44.avi,cg,1
25,25_105_105_250.avi,cg,1
25,25_69_69_201.avi,cg,1
25,25_10_10_24.avi,cg,1
25,25_106_106_255.avi,cg,1
25,25_321_321_361.avi,cg,1
25,25_9_9_19.avi,cg,1
25,25_79_79_209.avi,cg,1
25,25_44_44_141.avi,cg,1
25,25_61_61_176.avi,cg,1
25,25_7_7_11.avi,cg,1
25,25_20_20_63.avi,cg,1
25,25_334_334_369.avi,cg,1
25,25_10_10_23.avi,cg,1
25,25_281_281_341.avi,cg,1
25,25_39_39_118.avi,cg,1
25,25_260_260_338.avi,cg,1
25,25_9_9_15.avi,cg,1
25,25_53_53_165.avi,cg,1
25,25_67_67_194.avi,cg,1
25,25_52_52_159.avi,cg,1
25,25_106_106_254.avi,cg,1
25,25_40_40_123.avi,cg,1
25,25_62_62_182.avi,cg,1
25,25_48_48_146.avi,cg,1
25,25_244_244_328.avi,cg,1
25,25_2_2_3.avi,cg,1
25,25_35_35_107.avi,cg,1
25,25_91_91_234.avi,cg,1
25,25_52_52_158.avi,cg,1
25,25_222_222_317.avi,cg,1
25,25_299_299_347.avi,cg,1
25,25_57_57_174.avi,cg,1
25,25_9_9_14.avi,cg,1
25,25_10_10_20.avi,cg,1
25,25_52_52_162.avi,cg,1
25,25_58_58_175.avi,cg,1
25,25_8_8_12.avi,cg,1
25,25_282_282_343.avi,cg,1
25,25_106_106_253.avi,cg,1
25,25_204_204_309.avi,cg,1
25,25_198_198_303.avi,cg,1
25,25_44_44_139.avi,cg,1
25,25_148_148_268.avi,cg,1
25,25_167_167_283.avi,cg,1
25,25_17_17_58.avi,cg,1
25,25_91_91_236.avi,cg,1
25,25_86_86_229.avi,cg,1
25,25_313_313_357.avi,cg,1
25,25_2_2_5.avi,cg,1
25,25_319_319_358.avi,cg,1
25,25_159_159_274.avi,cg,1
25,25_213_213_315.avi,cg,1
25,25_322_322_363.avi,cg,1
25,25_13_13_36.avi,cg,1
25,25_55_55_171.avi,cg,1
25,25_55_55_170.avi,cg,1
25,25_258_258_336.avi,cg,1
25,25_13_13_35.avi,cg,1
25,25_53_53_167.avi,cg,1
25,25_30_30_98.avi,cg,1
25,25_61_61_179.avi,cg,1
25,25_2_2_0.avi,cg,1
25,25_16_16_52.avi,cg,1
25,25_141_141_267.avi,cg,1
25,25_23_23_76.avi,cg,1
25,25_307_307_353.avi,cg,1
25,25_246_246_331.avi,cg,1
25,25_159_159_275.avi,cg,1
25,25_32_32_103.avi,cg,1
25,25_40_40_128.avi,cg,1
25,25_35_35_106.avi,cg,1
25,25_20_20_66.avi,cg,1
25,25_67_67_193.avi,cg,1
25,25_23_23_77.avi,cg,1
25,25_81_81_217.avi,cg,1
25,25_26_26_86.avi,cg,1
25,25_26_26_89.avi,cg,1
25,25_91_91_238.avi,cg,1
25,25_83_83_224.avi,cg,1
25,25_40_40_127.avi,cg,1
25,25_86_86_228.avi,cg,1
25,25_18_18_59.avi,cg,1
25,25_26_26_88.avi,cg,1
25,25_15_15_49.avi,cg,1
25,25_198_198_302.avi,cg,1
25,25_51_51_156.avi,cg,1
25,25_40_40_125.avi,cg,1
25,25_62_62_184.avi,cg,1
25,25_20_20_62.avi,cg,1
25,25_50_50_155.avi,cg,1
25,25_95_95_245.avi,cg,1
25,25_17_17_55.avi,cg,1
25,25_11_11_27.avi,cg,1
25,25_83_83_221.avi,cg,1
25,25_50_50_152.avi,cg,1
25,25_141_141_263.avi,cg,1
25,25_170_170_284.avi,cg,1
25,25_10_10_21.avi,cg,1
25,25_27_27_93.avi,cg,1
25,25_170_170_285.avi,cg,1
25,25_141_141_265.avi,cg,1
25,25_40_40_126.avi,cg,1
25,25_40_40_124.avi,cg,1
25,25_92_92_243.avi,cg,1
25,25_196_196_301.avi,cg,1
25,25_105_105_249.avi,cg,1
25,25_229_229_325.avi,cg,1
25,25_257_257_335.avi,cg,1
25,25_61_61_178.avi,cg,1
25,25_151_151_271.avi,cg,1
25,25_80_80_214.avi,cg,1
25,25_372_372_378.avi,cg,1
25,25_105_105_251.avi,cg,1
25,25_140_140_262.avi,cg,1
25,25_7_7_9.avi,cg,1
25,25_225_225_322.avi,cg,1
25,25_62_62_187.avi,cg,1
25,25_321_321_360.avi,cg,1
25,25_37_37_111.avi,cg,1
25,25_16_16_53.avi,cg,1
25,25_244_244_327.avi,cg,1
25,25_42_42_131.avi,cg,1
25,25_160_160_278.avi,cg,1
25,25_170_170_286.avi,cg,1
25,25_248_248_333.avi,cg,1
25,25_12_12_32.avi,cg,1
25,25_389_389_381.avi,cg,1
25,25_65_65_188.avi,cg,1
25,25_69_69_203.avi,cg,1
25,25_31_31_100.avi,cg,1
25,25_160_160_279.avi,cg,1
25,25_11_11_26.avi,cg,1
25,25_200_200_307.avi,cg,1
25,25_22_22_74.avi,cg,1
25,25_126_126_259.avi,cg,1
25,25_80_80_216.avi,cg,1
25,25_356_356_376.avi,cg,1
25,25_42_42_132.avi,cg,1
25,25_31_31_101.avi,cg,1
25,25_14_14_42.avi,cg,1
25,25_39_39_117.avi,cg,1
25,25_67_67_196.avi,cg,1
25,25_193_193_299.avi,cg,1
25,25_81_81_218.avi,cg,1
25,25_34_34_104.avi,cg,1
25,25_25_25_82.avi,cg,1
25,25_151_151_272.avi,cg,1
25,25_20_20_65.avi,cg,1
25,25_44_44_136.avi,cg,1
25,25_50_50_151.avi,cg,1
25,25_91_91_235.avi,cg,1
25,25_50_50_154.avi,cg,1
25,25_9_9_17.avi,cg,1
25,25_246_246_332.avi,cg,1
25,25_246_246_330.avi,cg,1
25,25_65_65_189.avi,cg,1
25,25_286_286_345.avi,cg,1
25,25_53_53_163.avi,cg,1
25,25_159_159_276.avi,cg,1
25,25_23_23_75.avi,cg,1
25,25_175_175_291.avi,cg,1
25,25_27_27_96.avi,cg,1
25,25_349_349_373.avi,cg,1
25,25_11_11_29.avi,cg,1
25,25_324_324_364.avi,cg,1
25,25_74_74_206.avi,cg,1
25,25_335_335_370.avi,cg,1
25,25_327_327_367.avi,cg,1
25,25_200_200_306.avi,cg,1
25,25_91_91_233.avi,cg,1
25,25_332_332_368.avi,cg,1
25,25_81_81_219.avi,cg,1
25,25_174_174_290.avi,cg,1
25,25_200_200_308.avi,cg,1
25,25_312_312_355.avi,cg,1
25,25_37_37_112.avi,cg,1
25,25_52_52_161.avi,cg,1
25,25_92_92_244.avi,cg,1
25,25_30_30_99.avi,cg,1
25,25_92_92_241.avi,cg,1
25,25_69_69_202.avi,cg,1
25,25_57_57_173.avi,cg,1
25,25_67_67_195.avi,cg,1
25,25_67_67_192.avi,cg,1
25,25_324_324_365.avi,cg,1
25,25_301_301_349.avi,cg,1
25,25_322_322_362.avi,cg,1
25,25_10_10_22.avi,cg,1
25,25_225_225_321.avi,cg,1
25,25_7_7_10.avi,cg,1
25,25_37_37_113.avi,cg,1
25,25_22_22_71.avi,cg,1
25,25_22_22_70.avi,cg,1
25,25_229_229_324.avi,cg,1
25,25_80_80_212.avi,cg,1
25,25_39_39_120.avi,cg,1
25,25_86_86_230.avi,cg,1
25,25_74_74_205.avi,cg,1
25,25_53_53_168.avi,cg,1
25,25_7_7_7.avi,cg,1
25,25_74_74_204.avi,cg,1
25,25_62_62_183.avi,cg,1
25,25_2_2_4.avi,cg,1
25,25_86_86_227.avi,cg,1
25,25_2_2_1.avi,cg,1
25,25_48_48_147.avi,cg,1
25,25_13_13_38.avi,cg,1
25,25_15_15_47.avi,cg,1
25,25_148_148_270.avi,cg,1
25,25_307_307_354.avi,cg,1
25,25_2_2_2.avi,cg,1
25,25_53_53_166.avi,cg,1
25,25_86_86_231.avi,cg,1
25,25_6_6_6.avi,cg,1
25,25_37_37_109.avi,cg,1
25,25_11_11_30.avi,cg,1
25,25_11_11_28.avi,cg,1
25,25_17_17_56.avi,cg,1
25,25_17_17_57.avi,cg,1
25,25_52_52_157.avi,cg,1
25,25_223_223_320.avi,cg,1
25,25_10_10_25.avi,cg,1
25,25_209_209_310.avi,cg,1
25,25_289_289_346.avi,cg,1
25,25_106_106_252.avi,cg,1
25,25_394_394_382.avi,cg,1
25,25_61_61_180.avi,cg,1
25,25_42_42_133.avi,cg,1
25,25_28_28_97.avi,cg,1
25,25_61_61_177.avi,cg,1
25,25_48_48_149.avi,cg,1
25,25_14_14_43.avi,cg,1
25,25_80_80_215.avi,cg,1
25,25_43_43_135.avi,cg,1
25,25_65_65_190.avi,cg,1
25,25_22_22_69.avi,cg,1
25,25_320_320_359.avi,cg,1
25,25_61_61_181.avi,cg,1
25,25_302_302_351.avi,cg,1
25,25_92_92_242.avi,cg,1
25,25_313_313_356.avi,cg,1
25,25_42_42_130.avi,cg,1
25,25_195_195_300.avi,cg,1
25,25_92_92_239.avi,cg,1
25,25_175_175_292.avi,cg,1
25,25_20_20_61.avi,cg,1
25,25_79_79_208.avi,cg,1
25,25_185_185_297.avi,cg,1
25,25_198_198_304.avi,cg,1
25,25_27_27_95.avi,cg,1
25,25_39_39_119.avi,cg,1
25,25_81_81_220.avi,cg,1
25,25_327_327_366.avi,cg,1
25,25_244_244_329.avi,cg,1
25,25_69_69_199.avi,cg,1
25,25_38_38_115.avi,cg,1
25,25_37_37_110.avi,cg,1
25,25_55_55_172.avi,cg,1
25,25_123_123_258.avi,cg,1
25,25_260_260_340.avi,cg,1
25,25_48_48_144.avi,cg,1
25,25_281_281_342.avi,cg,1
25,25_91_91_237.avi,cg,1
25,25_62_62_185.avi,cg,1
25,25_223_223_318.avi,cg,1
25,25_9_9_16.avi,cg,1
25,25_377_377_380.avi,cg,1
25,25_83_83_223.avi,cg,1
25,25_286_286_344.avi,cg,1
25,25_79_79_207.avi,cg,1
25,25_44_44_137.avi,cg,1
25,25_18_18_60.avi,cg,1
25,25_176_176_293.avi,cg,1
25,25_160_160_277.avi,cg,1
25,25_13_13_37.avi,cg,1
25,25_16_16_51.avi,cg,1
25,25_35_35_108.avi,cg,1
25,25_25_25_81.avi,cg,1
25,25_22_22_72.avi,cg,1
25,25_55_55_169.avi,cg,1
25,25_39_39_121.avi,cg,1
25,25_42_42_134.avi,cg,1
25,25_248_248_334.avi,cg,1
25,25_177_177_294.avi,cg,1
25,25_15_15_50.avi,cg,1
25,25_172_172_289.avi,cg,1
25,25_50_50_153.avi,cg,1
25,25_26_26_90.avi,cg,1
25,25_209_209_313.avi,cg,1
25,25_177_177_295.avi,cg,1
25,25_79_79_211.avi,cg,1
25,25_172_172_288.avi,cg,1
25,25_53_53_164.avi,cg,1
25,25_26_26_87.avi,cg,1
25,25_9_9_18.avi,cg,1
25,25_185_185_296.avi,cg,1
25,25_260_260_339.avi,cg,1
25,25_45_45_142.avi,cg,1
25,25_209_209_311.avi,cg,1
25,25_44_44_138.avi,cg,1
25,25_8_8_13.avi,cg,1
25,25_20_20_64.avi,cg,1
25,25_106_106_256.avi,cg,1
25,25_38_38_116.avi,cg,1
25,25_141_141_266.avi,cg,1
25,25_200_200_305.avi,cg,1
25,25_127_127_260.avi,cg,1
